"SMILES","EXTERNALID","N","INTRODUCER","MODIFIER","AMES {measured}","COMMENTS"
"CC1=C(C)C2=C(C=CC3=C2C2OC2C(O)C3O)C2=C1C=CC=C2","-","2264","midnighter","published","active","-"
"O=N(=O)C1=CC=C2C3=C(C=CC=C3)C3=C4C(C=CC1=C24)=CC=C3N(=O)=O","-","2265","midnighter","published","active","-"
"COC(=O)C(N)CC1=CC=C(Cl)C=C1","-","2266","midnighter","published","inactive","-"
"N1[C@@H]2[C@H]1C1=C(C3=CC=CC=C23)C2=C(C=CC=C2)C2=C1C=CC=C2","-","2267","midnighter","published","active","-"
"COC1=CC2=C(C(=O)C3=CC=CC=C3C2=O)C(OC)=C1CO","-","2268","midnighter","published","inactive","-"
"CN1C(C)=NC2=C1C1=C(C=C2)C=CC2=C1C=C(O)C=C2","-","2269","midnighter","published","active","-"
"COC1=CC=C2C=C(CCC(C)=O)C=CC2=C1","-","2270","midnighter","published","inactive","-"
"CC(C)COS(C)(=O)=O","-","2271","midnighter","published","active","-"
"OC(=O)C1=CC=C(C(=C1)N(=O)=O)N(=O)=O","-","2272","midnighter","published","active","-"
"CN(C)C1=CC=C(C=C1)N=NC1=CC=CN=C1","-","2273","midnighter","published","inactive","-"
"CC(=O)N[C@@H](CS\C(Cl)=C(/Cl)C(Cl)=C(Cl)Cl)C(O)=O","-","2274","midnighter","published","active","-"
"CC1=CC=C2C=CC3=C4C(C=CC1=C24)=CC=C3","-","2275","midnighter","published","active","-"
"[H]C([H])([H])C([H])([H])[H]","-","2276","midnighter","published","inactive","-"
"CN(C)N(=O)=O","-","2277","midnighter","published","active","-"
"NC1=CC=C(CC2=CC=C(N)C(Cl)=C2)C=C1Cl","-","2278","midnighter","published","active","-"
"OC1C2OC2C2=C(C=CC3=C2C=CC2=C3C=C(O)C=C2)C1O","-","2279","midnighter","published","active","-"
"CCCCN(CC(CO)OCC1=CC=CC=C1)N=O","-","2280","midnighter","published","active","-"
"CC1=CC=C(NC(=O)C2=CSC(=C2)N(=O)=O)C=C1","-","2281","midnighter","published","active","-"
"O[C@@H]1C=CC2=C(C=CC3=C2C=CC2=C3C=CC=C2)[C@H]1O","-","2282","midnighter","published","active","-"
"OC1=C(O)C(=O)C1=O","-","2283","midnighter","published","inactive","-"
"C[C@]12CC[C@H]3[C@@H](CC=C4NC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl","-","2284","midnighter","published","active","-"
"CC(C)=[N+](O)O","-","2285","midnighter","published","active","-"
"CC1=CC=C(C=C1)S(=O)(=O)N1C2C1C1=CC=CC=C1C1=CC=CC=C21","-","2286","midnighter","published","active","-"
"ONC1=CC=[N+](O)C2=C1C=CC=C2","-","2287","midnighter","published","active","-"
"CC1=C2C3=C(C=CC=C3)N=C2C2=C(N1)C(=O)C=C(C)C2=O","-","2288","midnighter","published","active","-"
"O=N(=O)C1=CC=C2C=CC3=C(C2=C1)C(=CC=C3)N(=O)=O","-","2289","midnighter","published","active","-"
"CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1","-","2290","midnighter","published","inactive","-"
"CCOC(=O)C(C#N)C1=C2C=CC=C(C2=NS1)N(=O)=O","-","2291","midnighter","published","active","-"
"OC(=O)CC(NC(=O)COC1=CC(Cl)=C(Cl)C=C1Cl)C(O)=O","-","2292","midnighter","published","inactive","-"
"CCN(CCCl)CCCNC1=C2C=CC=CC2=NC2=C1C=CC1=C2C=CC=C1","-","2293","midnighter","published","active","-"
"ClC1=CC=CC(Cl)=C1C#N","-","2294","midnighter","published","inactive","-"
"O=N(=O)C1=CC2=C3C(C=CC4=C3C1=CC=C4)=CC=C2","-","2295","midnighter","published","active","-"
"Cl[C@H]1CCCN(C1)N=O","-","2296","midnighter","published","active","-"
"CN1C(N)=NC2=C1C=C1C=CC=CC1=C2","-","2297","midnighter","published","active","-"
"CC(=O)NC1=CC=C2C3=C(C=CC(O)=C3)C3=C2C1=CC=C3","-","2298","midnighter","published","active","-"
"CC(C)OC(=O)CC(=O)OC(C)C","-","2299","midnighter","published","inactive","-"
"OC1=CC(O)=NC=N1","-","2300","midnighter","published","inactive","-"
"CC1=CC=CC=C1N=NC1=CC=C(N)C(C)=C1N","-","2301","midnighter","published","active","-"
"NS(=O)(=O)C1=CC=CC2=C1N=CC=C2","-","2302","midnighter","published","inactive","-"
"OCC1=CC=C(C=C1)C(F)(F)F","-","2303","midnighter","published","inactive","-"
"ClC1=CC(Cl)=C(Cl)C(Cl)=C1","-","2304","midnighter","published","inactive","-"
"SC1=C2N=CN=C2N=CN1","-","2305","midnighter","published","active","-"
"CC1=CC=CC2=C1C=C(C)C1=C2C=CC2=C1C1OC1C(O)C2O","-","2306","midnighter","published","active","-"
"IC1=CC(=CC=C1)N(=O)=O","-","2307","midnighter","published","inactive","-"
"COC(=O)C1=CC=C(C=C1)C(=O)OC","-","2308","midnighter","published","inactive","-"
"NNC1=NN=CC2=C1C=CC=N2","-","2309","midnighter","published","active","-"
"OC1=C(NC2=C1C=C(C=C2)S(O)(=O)=O)C1=NC2=CC=C(C=C2C1=O)S(O)(=O)=O","-","2310","midnighter","published","inactive","-"
"NNC1=CC=CC=C1N(=O)=O","-","2311","midnighter","published","active","-"
"C(CCOC[C@H]1CO1)COC[C@H]1CO1","-","2212","midnighter","published","active","-"
"COC1=NSC2=C1C=C(OCC1CO1)C=C2","-","2213","midnighter","published","active","-"
"CCN=[N+](O)CC","-","2214","midnighter","published","inactive","-"
"CCCC(=O)NC1=C2C=C(Cl)C=CC2=NS1","-","2215","midnighter","published","inactive","-"
"FC(F)(F)C1=CC=CC(Cl)=C1","-","2216","midnighter","published","inactive","-"
"CC(C)C1=CC(N)=CC(=C1N)N(=O)=O","-","2217","midnighter","published","inactive","-"
"ClC(=O)C1=CC(=CC=C1)N(=O)=O","-","2218","midnighter","published","active","-"
"COC1=CC(CC=C)=CC2=C1OCO2","-","2219","midnighter","published","inactive","-"
"NC1=CC=CC=C1SCSC1=CC=CC=C1N","-","2220","midnighter","published","active","-"
"CN(N=O)C1=CC=CC=N1","-","2221","midnighter","published","active","-"
"NC1=CC=C2CC3=CC=CC=C3C2=C1","-","2222","midnighter","published","active","-"
"NCCCNCCCCN(CCCN)N(O)N=O","-","2223","midnighter","published","active","-"
"O=N(=O)C1=CC=C(\C=C\C2=CC=CC=C2)C=C1","-","2224","midnighter","published","active","-"
"CC(C)=CCl","-","2225","midnighter","published","active","-"
"CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1COC(C)=O","-","2226","midnighter","published","active","-"
"CCOCOCC","-","2227","midnighter","published","inactive","-"
"C[C@@H]1[C@@H]2CC[C@@H](C)CN2[C@@H]2C[C@H]3[C@H]4CC=C5C[C@H](CC[C@]5(C)[C@@H]4CC[C@]3(C)[C@@H]12)O[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O","-","2228","midnighter","published","inactive","-"
"CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C","-","2229","midnighter","published","inactive","-"
"O(P(OC1=CC=CC=C1)OC1=CC=CC=C1)C1=CC=CC=C1","-","2230","midnighter","published","inactive","-"
"CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC","-","2231","midnighter","published","inactive","-"
"CC(=O)OC(OC(C)=O)C1=CC=C(O1)N(=O)=O","-","2232","midnighter","published","active","-"
"CC(C)(C)N(CCO)CCO","-","2233","midnighter","published","inactive","-"
"OC1OC(=O)C(Br)=C1CBr","-","2234","midnighter","published","active","-"
"COC1=CC=C(C=C1)C(=O)ON(OCC1=CC=CC=C1)C(=O)C1=CC=CC=C1","-","2235","midnighter","published","active","-"
"CCCC(C1=CC(=C(O)C=C1C)C(C)(C)C)C1=CC(=C(O)C=C1C)C(C)(C)C","-","2236","midnighter","published","inactive","-"
"CCC1=C2C=CC3=C(C4OC4C(O)C3O)C2=CC2=C1C=CC=C2","-","2237","midnighter","published","active","-"
"CCC1(C(=O)NCNC1=O)C1=CC=CC=C1","-","2238","midnighter","published","active","-"
"O[N+]1=C2C=CC=CC2=C2C=CC3=CC=C(C4=C3C2=C1C=C4)N(=O)=O","-","2239","midnighter","published","active","-"
"CC1(CN2C=CN=N2)C(N2C(CC2=O)S1(=O)=O)C(O)=O","-","2240","midnighter","published","inactive","-"
"C[C@H]1CCCN(C1)N=O","-","2241","midnighter","published","active","-"
"CSCCC(NC(=O)C(N)CC1=CNC2=C1C=CC=C2)C(=O)NC(CC(O)=O)C(=O)NC(CC1=CC=CC=C1)C(N)=O","-","2242","midnighter","published","inactive","-"
"CCOC(C)(C)C","-","2243","midnighter","published","inactive","-"
"OCCN(CCO)C1=NC(=NC2=C1C=CC=C2)C1=CC=C(S1)N(=O)=O","-","2244","midnighter","published","active","-"
"ClC(=O)CC1=CC=CC=C1","-","2245","midnighter","published","active","-"
"CNCC1=CC=C(CSCCNC(NS(C)(=O)=O)=NCC(O)C2=CC=C(O)C=C2)O1","-","2246","midnighter","published","inactive","-"
"CCC1(CC(O)=O)OCCC2=C1NC1=C2C=CC=C1C(C)O","-","2247","midnighter","published","inactive","-"
"BrCC(=O)C1=CC=CC=C1","-","2248","midnighter","published","inactive","-"
"CC1=CC=C2C=CC=C(C2=C1)N(=O)=O","-","2249","midnighter","published","active","-"
"CC1=CC=CC=C1NO","-","2250","midnighter","published","active","-"
"COC1=CC(\C=C\C(O)=O)=CC=C1O","-","2251","midnighter","published","inactive","-"
"CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1","-","2252","midnighter","published","inactive","-"
"CN1C2=CC=CC=C2C(=O)C2=C(O)C=C3OC(CC3=C12)C1(C)CO1","-","2253","midnighter","published","active","-"
"O=C1C=C2C3=CC4=C(C=CC=C4)C=C3C3=CC=CC(=C23)C1=O","-","2254","midnighter","published","active","-"
"CC12CCC3C(CCC4=CC(O)=CC=C34)C1CCC2(O)C#C","-","2255","midnighter","published","inactive","-"
"CCC(C)(C)C","-","2256","midnighter","published","inactive","-"
"C1=CC2=C(C=C1)C1=C(C=C2)C2=C(C=C1)C1=CC=CC=C1C=C2","-","2257","midnighter","published","active","-"
"O=N(=O)C1=CC=CC2=C1C=C(C1=C2C(=CC=C1)N(=O)=O)N(=O)=O","-","2258","midnighter","published","active","-"
"C[C@@H](O)CN(C[C@H](O)CO)N=O","-","2259","midnighter","published","active","-"
"CC(C)COC(=O)C1=CC=CC=C1N","-","2260","midnighter","published","inactive","-"
"COC1=CC=CC(=C1)C(=O)ON(OCC1=CC=CC=C1)C(=O)C1=CC=CC=C1","-","2261","midnighter","published","active","-"
"OCCN(CC(O)=O)N=O","-","2162","midnighter","published","active","-"
"FC1=CC=CC2=C1C=CC1=C2C2=CC=CC3=CC=CC1=C23","-","2163","midnighter","published","active","-"
"CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1","-","2164","midnighter","published","inactive","-"
"CC1=CC=CC(C)=C1NC1=CC(Cl)=NC(SCC(=O)NCCO)=N1","-","2165","midnighter","published","inactive","-"
"OC1=CC=C(CC=C)C=C1O","-","2166","midnighter","published","active","-"
"CC(C)OC(=O)CCl","-","2167","midnighter","published","inactive","-"
"CC1=NC2=C(N1)C=CC(Cl)=C2","-","2168","midnighter","published","active","-"
"OC1=CC=CC=C1","-","2169","midnighter","published","inactive","-"
"CCC(C(C)O)N(=O)=O","-","2170","midnighter","published","inactive","-"
"OCC(CO)(CBr)CBr","-","2171","midnighter","published","active","-"
"NC1=NC2=C(S1)C=C(C=C2)N(=O)=O","-","2172","midnighter","published","active","-"
"CCS(=O)(=O)CCN1C(C)=NC=C1N(=O)=O","-","2173","midnighter","published","active","-"
"CNC1C(O)C(CCC1(C)O)OC1C(CC(N)C(OC2CC(CN)C(O)C(O)C2O)C1O)NC(=O)C(O)CN","-","2174","midnighter","published","inactive","-"
"O=N(=O)C1=CC=C(C=C1)C1=CC=C(C=C1N(=O)=O)N(=O)=O","-","2175","midnighter","published","active","-"
"CC1=CC=C(C=C1N)N=[N+](O)C1=CC=C(C)C(N)=C1","-","2176","midnighter","published","active","-"
"OCC1=CC=C(C=C1)C#N","-","2177","midnighter","published","inactive","-"
"CCC1=CC=C(C)N=C1","-","2178","midnighter","published","inactive","-"
"O=N(=O)C1=CC=C(\C=N\C2=C3C=CC=CC3=NS2)C=C1","-","2179","midnighter","published","active","-"
"O=N(=O)C1=CC=C2C(=C1)C=C(C1=C2C=CC=C1)N(=O)=O","-","2180","midnighter","published","active","-"
"COC1=C(C=O)C(O)=CC2=C1C(=O)C1=CC=CC=C1C2=O","-","2181","midnighter","published","inactive","-"
"O=N(=O)\C=C\C1=CC=CC=C1","-","2182","midnighter","published","active","-"
"CC(=C)[C@@H]1CC=C(C)C(=O)C1","-","2183","midnighter","published","inactive","-"
"CC\C(=C(\CC)C1=CC=C(OP(O)(O)=O)C=C1)C1=CC=C(OP(O)(O)=O)C=C1","-","2184","midnighter","published","inactive","-"
"CC1=C2C(C=CC3=C2C=CC=C3)=C(CO)C2=C1C=CC=C2","-","2185","midnighter","published","active","-"
"FC1=CN=C2C(C=CC3=C2C=CC=C3)=C1","-","2186","midnighter","published","inactive","-"
"CCOC(=O)\C=C\C1=CC=C(O1)N(=O)=O","-","2187","midnighter","published","active","-"
"CN1C(NC(C)=O)=NC2=C1C(C)=CC1=C2C=CC=N1","-","2188","midnighter","published","active","-"
"OC(CCl)CCl","-","2189","midnighter","published","active","-"
"NC1CCN(C1)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O","-","2190","midnighter","published","active","-"
"CCCCCCCCCC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1","-","2191","midnighter","published","inactive","-"
"CCCC(Cl)=O","-","2192","midnighter","published","active","-"
"COC1=C2N(C)C3N4C(=O)C5(C)SSC4(C(O)C3(O)C2=CC(Cl)=C1OC)C(=O)N5C","-","2193","midnighter","published","inactive","-"
"CCCCC(CC)COC(=O)COC1=CC=C(Cl)C=C1Cl","-","2194","midnighter","published","inactive","-"
"NC1=NN=C(S)S1","-","2195","midnighter","published","inactive","-"
"CC(C)(C)C1=CC(=CC=C1N(=O)=O)C1=CC=CC=C1","-","2196","midnighter","published","inactive","-"
"CN1N(C(=O)C(N)=C1C)C1=CC=CC=C1","-","2197","midnighter","published","inactive","-"
"OC(O)C(Cl)(Cl)Cl","-","2198","midnighter","published","active","-"
"COC1=CC=C2NC=C(CCNC(C)=O)C2=C1","-","2199","midnighter","published","inactive","-"
"CC(=O)CN(CC(C)=O)N=O","-","2200","midnighter","published","active","-"
"O=N(=O)C1=CC=C(CN2C3C2C2=CC=CC=C2C2=CC=CC=C32)C=C1","-","2201","midnighter","published","active","-"
"ClCC(=O)NC1=C2C=C(Cl)C=CC2=NS1","-","2202","midnighter","published","active","-"
"CN1C=CN=C1S","-","2203","midnighter","published","inactive","-"
"OCCC1=CNC2=C1C=CC(=C2)N(=O)=O","-","2204","midnighter","published","active","-"
"OCC#CCO","-","2205","midnighter","published","inactive","-"
"OC(=O)CCC1=CC=CC=C1","-","2206","midnighter","published","inactive","-"
"O=NC1=CC=C2C=CC3=C4C(C=CC1=C24)=CC=C3","-","2207","midnighter","published","active","-"
"CC1=CC=C(NCC2(O)OCC(O)C(O)C2O)C=C1","-","2208","midnighter","published","inactive","-"
"CCN(C)N=O","-","2209","midnighter","published","active","-"
"CC(C)COC(=O)CCCCC(=O)OCC(C)C","-","2210","midnighter","published","inactive","-"
"OC(=O)C1=CC(O)=NC(O)=N1","-","2211","midnighter","published","inactive","-"
"OC1=CC=C(\C=N\N2N=NC3=C4C=CC=CC4=NC3=C2O)C=C1","-","2112","midnighter","published","active","-"
"NC1=CC2=C(C=C1S(O)(=O)=O)C=C(C(N=NC1=CC=C(N=NC3=CC=C(C=C3)S(O)(=O)=O)C3=C1C=C(C=C3)S(O)(=O)=O)=C2O)S(O)(=O)=O","-","2113","midnighter","published","inactive","-"
"CCS(=O)CCSP(=O)(OC)OC","-","2114","midnighter","published","active","-"
"COP(=S)(OC)SCC(=O)N(C)C=O","-","2115","midnighter","published","inactive","-"
"OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1","-","2116","midnighter","published","inactive","-"
"CC1=CC=C(C=C1C(O)=O)N(=O)=O","-","2117","midnighter","published","active","-"
"OC1C=CC2=CC3=C(C=CC(=C3)N(=O)=O)C=C2C1O","-","2118","midnighter","published","active","-"
"COP(=S)(OC)OC1=CC=C(N)C(C)=C1","-","2119","midnighter","published","active","-"
"CCN(=O)=O","-","2120","midnighter","published","inactive","-"
"CC(C)(C)OC(=O)\C=C\C1=CC=C(O1)N(=O)=O","-","2121","midnighter","published","active","-"
"COC1=CC=C(C=O)C=C1","-","2122","midnighter","published","inactive","-"
"C1=CC2=C3C(C=CC4=NC=CC(C=C2)=C34)=C1","-","2123","midnighter","published","active","-"
"COP(=O)(OC)O\C(=C/Cl)C1=CC(Cl)=C(Cl)C=C1Cl","-","2124","midnighter","published","inactive","-"
"CC1=CN=C2C=CC=CC2=C1","-","2125","midnighter","published","active","-"
"COC1=CC(=CC=C1N)N=NC1=CC=CC=C1","-","2126","midnighter","published","active","-"
"CC1=CC=C2C=CC=CC2=C1N(=O)=O","-","2127","midnighter","published","active","-"
"OCC(Br)(CO)N(=O)=O","-","2128","midnighter","published","inactive","-"
"OC(=O)\C=C\C1=CC=C(O1)N(=O)=O","-","2129","midnighter","published","active","-"
"CCC1=CC=CC=C1O","-","2130","midnighter","published","inactive","-"
"CCC1=CC=CC(CC)=C1NC(=O)CO","-","2131","midnighter","published","active","-"
"C(OC1=NSC2=C1C=CC=C2)C1CO1","-","2132","midnighter","published","active","-"
"CC[C@H](C)[C@@H]1NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](CCSC)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](C)NC(=O)CNC1=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](CO)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CO","-","2133","midnighter","published","inactive","-"
"C1COC1","-","2134","midnighter","published","active","-"
"CCN(CC)CCNC1=CC=C(COC(=O)C2=CC=CO2)C2=C1C(=O)C1=CC=CC=C1S2","-","2135","midnighter","published","active","-"
"ClCC(Cl)=C","-","2136","midnighter","published","active","-"
"COCC1CN(C)C2CC3=CN(C)C4=C3C(=CC=C4)C2=C1","-","2137","midnighter","published","active","-"
"C[C@@H](CCN(C)C)N(C)C","-","2138","midnighter","published","inactive","-"
"OC(=O)CCC(=O)NC1=CC(Cl)=CC(Cl)=C1","-","2139","midnighter","published","inactive","-"
"CN(C)\C=N\C1=CC=C(Cl)C=C1C","-","2140","midnighter","published","inactive","-"
"CC1=C(C=CC=C1N(=O)=O)N=O","-","2141","midnighter","published","inactive","-"
"NC1=CC=C(C=C1N(=O)=O)C1=CC=C(N)C(=C1)N(=O)=O","-","2142","midnighter","published","active","-"
"CCC1(O)CC(OC2CC(C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)N(C)C)C2=C(O)C3=C(C=C2C1C(=O)OC)C(=O)C1=CC=CC(O)=C1C3=O","-","2143","midnighter","published","active","-"
"NC1=NC(N)=NN1","-","2144","midnighter","published","inactive","-"
"NC1=CC=C2C=C3C=CC=CC3=NC2=C1","-","2145","midnighter","published","active","-"
"CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12","-","2146","midnighter","published","active","-"
"OC1=C2N=C3C=CC=CC3=C2N=NN1\N=C\C1=CC=C(C=C1)C1=CC=CC=C1","-","2147","midnighter","published","inactive","-"
"CCCCCCCCCC","-","2148","midnighter","published","inactive","-"
"CN(C)CCCNC1=C2C=CC=CC2=NC2=C1C=C(C=C2)N(=O)=O","-","2149","midnighter","published","active","-"
"COC1=CC(N[C@H](C)CCCN)=C2N=CC=CC2=C1","-","2150","midnighter","published","active","-"
"O=C1CN(CCN2CC(=O)N(CN3CCOCC3)C(=O)C2)CC(=O)N1CN1CCOCC1","-","2151","midnighter","published","active","-"
"ClC1C(Br)C(Br)C(Br)C(Br)C1Br","-","2152","midnighter","published","inactive","-"
"NCCNCCNCCNCCNCCN","-","2153","midnighter","published","active","-"
"O=C1CCCCCO1","-","2154","midnighter","published","inactive","-"
"OC1=CC=CC(Cl)=C1","-","2155","midnighter","published","inactive","-"
"CC1=C2C3OC3C3=CC=CC=C3C2=C(C)C2=C1C=CC=C2","-","2156","midnighter","published","active","-"
"OC1=CC2=C(OCO2)C=C1N=O","-","2157","midnighter","published","active","-"
"NC(=S)NC1=CC=CC=C1","-","2158","midnighter","published","inactive","-"
"NCC1=CC(CN)=CC=C1","-","2159","midnighter","published","inactive","-"
"NCC1=CC=C(CN)C=C1","-","2160","midnighter","published","inactive","-"
"CCCCC\C(C=O)=C\C1=CC=CC=C1","-","2161","midnighter","published","inactive","-"
"CN(C)CCCNC1=C2C=CC=CC2=NC2=C1C=CC(=C2)N(=O)=O","-","2062","midnighter","published","active","-"
"CCC1=CC=CC2=C1NC1=C2CCOC1(C)CC","-","2063","midnighter","published","inactive","-"
"CC1=CC=CC=C1C=O","-","2064","midnighter","published","inactive","-"
"CC1=CC(=O)OC2=CC(O)=CC=C12","-","2065","midnighter","published","inactive","-"
"CS(C)(=O)=O","-","2066","midnighter","published","inactive","-"
"CN(N=O)C(=O)OC1=CC=CC2=C1C=CC=C2","-","2067","midnighter","published","active","-"
"CC1=CC=C2C(=O)C3=C(C=CC=C3N(=O)=O)C(=O)C2=C1N(=O)=O","-","2068","midnighter","published","active","-"
"CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12","-","2069","midnighter","published","active","-"
"CC1=CC(N)=CC=C1C1=CC=C(O)C=C1","-","2070","midnighter","published","active","-"
"ClC1=CC=C(COC(=O)C2=CC=CC3=C2N=CC=C3)C=C1","-","2071","midnighter","published","inactive","-"
"CC1=C2C=CC=CC2=C(CCl)C2=C1C=CC=C2","-","2072","midnighter","published","active","-"
"C[C@]12C[C@@]3(CC1=O)CCC1[C@@](C)(CCC[C@@]1(C)C(O)=O)C3CC2","-","2073","midnighter","published","inactive","-"
"C1=CC=C2C(=C1)C1=C3C2=C2C=CC=CC2=CC3=C2C=CC=CC2=C1","-","2074","midnighter","published","active","-"
"CC(=O)NC1=CC=CC(N=[N+](O)C2=CC=CC(NC(C)=O)=C2C)=C1C","-","2075","midnighter","published","inactive","-"
"CC1=CC=C(\C=C\C2=CC=C(N)C=C2)C=C1","-","2076","midnighter","published","active","-"
"CC1=CC(=CC=C1N(=O)=O)N(=O)=O","-","2077","midnighter","published","active","-"
"ClC1=CC=C(C=C1)S(=O)(=O)C1=CC(Cl)=C(Cl)C=C1Cl","-","2078","midnighter","published","inactive","-"
"O=N(=O)C1=CC2=NC3=CC(=CC=C3N=C2C=C1)N(=O)=O","-","2079","midnighter","published","active","-"
"ClC#N","-","2080","midnighter","published","inactive","-"
"C1=CC2=C(C=C1)C1=C(C=C2)C2=CC3=CC=CC=C3C=C2C=C1","-","2081","midnighter","published","inactive","-"
"CC(C)COP(=S)(OCC(C)C)SCCl","-","2082","midnighter","published","inactive","-"
"O=N(=O)C1=CC2=C(O1)C1=C3C(C=CC4=C3C(C=C1)=CC=C4)=C2","-","2083","midnighter","published","active","-"
"CN(C)P(=O)(N(C)C)N(C)C","-","2084","midnighter","published","inactive","-"
"OC1C=CC2=CC3=C4C(C=CC5=C(C=CC(C=C3)=C45)N(=O)=O)=C2C1O","-","2085","midnighter","published","active","-"
"OC1=CC=C2C=C3C=CC4=C5C(C=CC(C2=C1)=C35)=CC=C4","-","2086","midnighter","published","active","-"
"CC(=O)\C=C\C1=CC=CO1","-","2087","midnighter","published","inactive","-"
"CNC(=S)N(C)C","-","2088","midnighter","published","inactive","-"
"C\C(N1C=CN=C1)=C(\OCCOC1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1Cl","-","2089","midnighter","published","inactive","-"
"CC1=CC=C2C(C)=C3C=CC4=C(C=CC(O)C4O)C3=NC2=C1","-","2090","midnighter","published","active","-"
"O=C(OC1CCCCC1)C1=CC=CC=C1C(=O)OC1CCCCC1","-","2091","midnighter","published","inactive","-"
"O=C(C1OC1C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1","-","2092","midnighter","published","inactive","-"
"CN1C2=C(C=CC=C2)C2=C1C=CC(=C2)N(=O)=O","-","2093","midnighter","published","active","-"
"NC1=NC(O)=NC2=C1N=CN2C1OC(CO)C(O)C1O","-","2094","midnighter","published","inactive","-"
"CC1=CC=C2C=CC=NC2=C1","-","2095","midnighter","published","active","-"
"OC(=O)CC1=CC=C(C=C1)N(=O)=O","-","2096","midnighter","published","active","-"
"CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CCC(O)CC(O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1","-","2097","midnighter","published","inactive","-"
"CC(=O)NC1=CC=C(\C=N\N2N=NC3=CC=NC3=C2O)C=C1","-","2098","midnighter","published","active","-"
"CC(=O)C1=CC(NC(N)=O)=CC=C1OC[C@H](O)CNC(C)(C)C","-","2099","midnighter","published","active","-"
"OC1COC(C(O)C1O)N(N=O)C1=CC=C(C=C1)C(O)=O","-","2100","midnighter","published","active","-"
"CCOP(=O)(NC(C)CC)OC1=CC(C)=CC=C1N(=O)=O","-","2101","midnighter","published","inactive","-"
"NCCC1=CC(O)=C(O)C=C1O","-","2102","midnighter","published","active","-"
"OC(=O)COC1=CC=CC=C1","-","2103","midnighter","published","inactive","-"
"CC(=O)OCC=C","-","2104","midnighter","published","active","-"
"BrC1=CC=CC=C1N(=O)=O","-","2105","midnighter","published","active","-"
"CCSC(=O)N1CCCCCC1","-","2106","midnighter","published","inactive","-"
"COC(O)=C1C(C2=CC=CC=C2N(=O)=O)C(C(=O)OC)=C(C)N=C1C","-","2107","midnighter","published","inactive","-"
"NC1=NC(=NC2=C1N=CN2C1CC(O)C(CO)O1)C1=CC=C(C=C1)N(=O)=O","-","2108","midnighter","published","active","-"
"ClCC1=CC=C(C=C1)C#N","-","2109","midnighter","published","inactive","-"
"ClCCOP(OCCCl)OCCCl","-","2110","midnighter","published","active","-"
"CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C","-","2111","midnighter","published","active","-"
