"SMILES","RECORDID","MOLECULEID","EXTERNALID","N","INTRODUCER","MODIFIER","log(IGC50-1) {measured}","UNIT {log(IGC50-1)}","log(IGC50-1) {measured, converted}","UNIT {log(IGC50-1)}","COMMENTS"
"CCCCS(=O)CCCC","R34273","M6344","-","389","itetko","published","-0.2567","-log(mmol/L)","-0.2567","-log(mmol/L)","-"
"CCCOS(=O)OCCC","R34274","M6606","-","390","itetko","published","0.0861","-log(mmol/L)","0.0861","-log(mmol/L)","-"
"CCOS(=O)(=O)OCC","R34275","M1902","-","391","itetko","published","-0.6977","-log(mmol/L)","-0.6977","-log(mmol/L)","-"
"CCCCOS(=O)(=O)OCCCC","R34276","M6268","-","392","itetko","published","0.6207","-log(mmol/L)","0.6207","-log(mmol/L)","-"
"CC(C)=NO","R34277","M8888","-","393","itetko","published","-1.2485","-log(mmol/L)","-1.2485","-log(mmol/L)","-"
"CCCCCC(C)=NO","R34278","M7307","-","394","itetko","published","0.1025","-log(mmol/L)","0.1025","-log(mmol/L)","-"
"COC(N)=O","R34279","M3487","-","395","itetko","published","-1.9749","-log(mmol/L)","-1.9749","-log(mmol/L)","-"
"CCOC(N)=O","R34280","M5175","-","396","itetko","published","-1.65","-log(mmol/L)","-1.65","-log(mmol/L)","-"
"CCCCOC(N)=O","R34281","M10429","-","397","itetko","published","-0.9663","-log(mmol/L)","-0.9663","-log(mmol/L)","-"
"CCOC(=O)CCCCCCCCC(=O)OCC","R34282","M8100","-","398","itetko","published","1.3536","-log(mmol/L)","1.3536","-log(mmol/L)","-"
"CCOC(=O)CCCCCCC(=O)OCC","R34283","M8498","-","399","itetko","published","0.7018","-log(mmol/L)","0.7018","-log(mmol/L)","-"
"CCOC(=O)CCC(=O)OCC","R34284","M2030","-","400","itetko","published","-0.8511","-log(mmol/L)","-0.8511","-log(mmol/L)","-"
"COC(=O)CC(=O)OC","R34285","M704","-","401","itetko","published","-1.2869","-log(mmol/L)","-1.2869","-log(mmol/L)","-"
"CCCCOC(=O)CCCCC(=O)OCCCC","R34286","M13227","-","402","itetko","published","0.7918","-log(mmol/L)","0.7918","-log(mmol/L)","-"
"COC(=O)CCCCCCCCCCCC(=O)OC","R34287","M12668","-","403","itetko","published","1.6536","-log(mmol/L)","1.6536","-log(mmol/L)","-"
"COC(=O)CCCCCCC(=O)OC","R34288","M6303","-","404","itetko","published","0.2962","-log(mmol/L)","0.2962","-log(mmol/L)","-"
"COC(=O)CCCC(=O)OC","R34289","M13223","-","405","itetko","published","-1.1679","-log(mmol/L)","-1.1679","-log(mmol/L)","-"
"CCCCC(C(=O)OCC)C(=O)OCC","R34290","M9935","-","406","itetko","published","0.5566","-log(mmol/L)","0.5566","-log(mmol/L)","-"
"CCOC(=O)C(CC)C(=O)OCC","R34291","M11893","-","407","itetko","published","-0.2422","-log(mmol/L)","-0.2422","-log(mmol/L)","-"
"CCOC(=O)CC(=O)C(C)(C)C(=O)OCC","R34292","M5425","-","408","itetko","published","-0.3778","-log(mmol/L)","-0.3778","-log(mmol/L)","-"
"CCOC(=O)CCC(=O)CCC(=O)OCC","R34293","M14098","-","409","itetko","published","-0.6378","-log(mmol/L)","-0.6378","-log(mmol/L)","-"
"CCCC(C(=O)OCC)C(=O)OCC","R34294","M3457","-","410","itetko","published","0.1341","-log(mmol/L)","0.1341","-log(mmol/L)","-"
"CCOC(=O)C(NC(C)=O)C(=O)OCC","R34295","M4650","-","411","itetko","published","-1.2037","-log(mmol/L)","-1.2037","-log(mmol/L)","-"
"CCOC(=O)C(CC=C)C(=O)OCC","R34296","M3126","-","412","itetko","published","-0.0559","-log(mmol/L)","-0.0559","-log(mmol/L)","-"
"CCCCOC(=O)CCC(=O)OCCCC","R34297","M13841","-","413","itetko","published","0.5123","-log(mmol/L)","0.5123","-log(mmol/L)","-"
"CCC([O-])=O","R34298","M12780","-","414","itetko","published","-1.4503","-log(mmol/L)","-1.4503","-log(mmol/L)","-"
"CCCC([O-])=O","R34299","M2541","-","415","itetko","published","-1.3722","-log(mmol/L)","-1.3722","-log(mmol/L)","-"
"CCCCCCCC([O-])=O","R34300","M12676","-","416","itetko","published","-7.0E-4","-log(mmol/L)","-7.0E-4","-log(mmol/L)","-"
"[O-]C(=O)CCC([O-])=O","R34301","M5500","-","417","itetko","published","-1.651","-log(mmol/L)","-1.651","-log(mmol/L)",""
"CC(C)C=O","R34302","M283","-","418","itetko","published","-0.4328","-log(mmol/L)","-0.4328","-log(mmol/L)","-"
"CCCCC=O","R34303","M3788","-","419","itetko","published","-0.0223","-log(mmol/L)","-0.0223","-log(mmol/L)","-"
"CCC(C)C=O","R34304","M1146","-","420","itetko","published","-0.3107","-log(mmol/L)","-0.3107","-log(mmol/L)","-"
"CCCC(C)C=O","R34305","M2916","-","421","itetko","published","-0.4745","-log(mmol/L)","-0.4745","-log(mmol/L)","-"
"CC(C)(C)CC=O","R34306","M6459","-","422","itetko","published","-0.3744","-log(mmol/L)","-0.3744","-log(mmol/L)","-"
"CCCCCCCC=O","R34307","M7598","-","423","itetko","published","0.4829","-log(mmol/L)","0.4829","-log(mmol/L)","-"
"CCCCC(CC)C=O","R34308","M6152","-","424","itetko","published","0.1608","-log(mmol/L)","0.1608","-log(mmol/L)","-"
"CCCCCCCCCCC=O","R34309","M5693","-","425","itetko","published","1.6904","-log(mmol/L)","1.6904","-log(mmol/L)","-"
"CCCCCCCCCCCC=O","R34310","M3772","-","426","itetko","published","1.7595","-log(mmol/L)","1.7595","-log(mmol/L)","-"
"O=C1CCO1","R34311","M11610","-","427","itetko","published","-0.1255","-log(mmol/L)","-0.1255","-log(mmol/L)","-"
"O=C1CCCO1","R34312","M13474","-","428","itetko","published","-1.7171","-log(mmol/L)","-1.7171","-log(mmol/L)","-"
"CC1CC(=O)O1","R34313","M3462","-","429","itetko","published","-0.7588","-log(mmol/L)","-0.7588","-log(mmol/L)","-"
"CCC1CCC(=O)O1","R34314","M4871","-","430","itetko","published","-1.2403","-log(mmol/L)","-1.2403","-log(mmol/L)","-"
"O=C1CCCCCO1","R34315","M8398","-","431","itetko","published","-1.2609","-log(mmol/L)","-1.2609","-log(mmol/L)","-"
"CCCCCC1CCC(=O)O1","R34316","M7744","-","432","itetko","published","0.0142","-log(mmol/L)","0.0142","-log(mmol/L)","-"
"CCCCCCC1CCC(=O)O1","R34317","M4375","-","433","itetko","published","0.4928","-log(mmol/L)","0.4928","-log(mmol/L)","-"
"CC#CCO","R34318","M7232","-","434","itetko","published","-0.8678","-log(mmol/L)","-0.8678","-log(mmol/L)","-"
"CC(O)C#C","R34319","M3292","-","435","itetko","published","-0.4024","-log(mmol/L)","-0.4024","-log(mmol/L)","-"
"CCC#CCO","R34320","M12399","-","436","itetko","published","-0.5724","-log(mmol/L)","-0.5724","-log(mmol/L)","-"
"OCC=CC#C","R34321","M10833","-","437","itetko","published","-0.5549","-log(mmol/L)","-0.5549","-log(mmol/L)","-"
"CCCC(O)C#C","R34322","M6450","-","438","itetko","published","0.6574","-log(mmol/L)","0.6574","-log(mmol/L)","-"
"CCC#CC(C)O","R34323","M4358","-","439","itetko","published","0.5112","-log(mmol/L)","0.5112","-log(mmol/L)","-"
"CC(O)C#CC(C)O","R34324","M5487","-","440","itetko","published","-0.4604","-log(mmol/L)","-0.4604","-log(mmol/L)","-"
"CCCCC(O)C#C","R34325","M10372","-","441","itetko","published","-0.265","-log(mmol/L)","-0.265","-log(mmol/L)","-"
"CCCCC#CCO","R34326","M7892","-","442","itetko","published","-0.1895","-log(mmol/L)","-0.1895","-log(mmol/L)","-"
"CCCCCCC#CCO","R34327","M12864","-","443","itetko","published","0.6486","-log(mmol/L)","0.6486","-log(mmol/L)","-"
"CCCCCCCC#CCO","R34328","M3166","-","444","itetko","published","0.9855","-log(mmol/L)","0.9855","-log(mmol/L)","-"
"CCCCCCCCCCC#CCO","R34329","M5164","-","445","itetko","published","2.3665","-log(mmol/L)","2.3665","-log(mmol/L)","-"
"CC(C)C(O)C#C","R34330","M11359","-","446","itetko","published","-0.0267","-log(mmol/L)","-0.0267","-log(mmol/L)","-"
"CC(C)CC(O)C#C","R34331","M7585","-","447","itetko","published","0.6173","-log(mmol/L)","0.6173","-log(mmol/L)","-"
"CCCC(C)C(O)C#C","R34332","M12475","-","448","itetko","published","0.7426","-log(mmol/L)","0.7426","-log(mmol/L)","-"
"OCCCl","R34333","M10767","-","449","itetko","published","-1.4174","-log(mmol/L)","-1.4174","-log(mmol/L)","-"
"CC(O)CCl","R34334","M13927","-","450","itetko","published","-1.492","-log(mmol/L)","-1.492","-log(mmol/L)","-"
"OCC(Cl)(Cl)Cl","R34335","M5769","-","451","itetko","published","-0.4647","-log(mmol/L)","-0.4647","-log(mmol/L)","-"
"OCCCCCCCl","R34336","M5143","-","452","itetko","published","-0.2726","-log(mmol/L)","-0.2726","-log(mmol/L)","-"
"OCCCCCCBr","R34337","M2487","-","453","itetko","published","0.0074","-log(mmol/L)","0.0074","-log(mmol/L)","-"
"OCCCCCCCCBr","R34338","M3353","-","454","itetko","published","1.0424","-log(mmol/L)","1.0424","-log(mmol/L)","-"
"CC(C)(CO)CBr","R34339","M5787","-","455","itetko","published","-0.4603","-log(mmol/L)","-0.4603","-log(mmol/L)","-"
"CC(O)CBr","R34340","M12200","-","456","itetko","published","-1.1885","-log(mmol/L)","-1.1885","-log(mmol/L)","-"
"OCC(Br)CBr","R34341","M9497","-","457","itetko","published","-0.4861","-log(mmol/L)","-0.4861","-log(mmol/L)","-"
"CC(=O)OCCCCBr","R34342","M11219","-","458","itetko","published","0.3923","-log(mmol/L)","0.3923","-log(mmol/L)","-"
"CC(=O)OCCCCCCl","R34343","M14026","-","459","itetko","published","-0.1312","-log(mmol/L)","-0.1312","-log(mmol/L)","-"
"COC(=O)CCCCBr","R34344","M9588","-","460","itetko","published","-0.0802","-log(mmol/L)","-0.0802","-log(mmol/L)","-"
"CCOC(=O)CCCCBr","R34345","M122","-","461","itetko","published","0.2177","-log(mmol/L)","0.2177","-log(mmol/L)","-"
"CCOC(=O)CCCCCBr","R34346","M2354","-","462","itetko","published","0.5936","-log(mmol/L)","0.5936","-log(mmol/L)","-"
"CCOC(=O)CCCl","R34347","M14011","-","463","itetko","published","-0.498","-log(mmol/L)","-0.498","-log(mmol/L)","-"
"CCOC(=O)CCCCl","R34348","M8154","-","464","itetko","published","-0.2809","-log(mmol/L)","-0.2809","-log(mmol/L)","-"
"BrCCCCC#N","R34349","M7665","-","465","itetko","published","-0.2147","-log(mmol/L)","-0.2147","-log(mmol/L)",""
"BrCCCCCCC#N","R34350","M4142","-","466","itetko","published","0.512","-log(mmol/L)","0.512","-log(mmol/L)","-"
"ClCCC#N","R34351","M3362","-","467","itetko","published","-0.9986","-log(mmol/L)","-0.9986","-log(mmol/L)","-"
"OC(=O)CCCBr","R34352","M3452","-","468","itetko","published","-0.7711","-log(mmol/L)","-0.7711","-log(mmol/L)","-"
"OC(=O)CCBr","R34353","M1968","-","469","itetko","published","-0.0444","-log(mmol/L)","-0.0444","-log(mmol/L)","-"
"OC(=O)CCCCl","R34354","M4571","-","470","itetko","published","-0.6773","-log(mmol/L)","-0.6773","-log(mmol/L)","-"
"OC(=O)CCCl","R34355","M9074","-","471","itetko","published","-0.3321","-log(mmol/L)","-0.3321","-log(mmol/L)","-"
"OC(=O)CCCCCl","R34356","M13793","-","472","itetko","published","-0.2857","-log(mmol/L)","-0.2857","-log(mmol/L)","-"
"CC(C)C(Br)C(O)=O","R34357","M10987","-","473","itetko","published","-0.5492","-log(mmol/L)","-0.5492","-log(mmol/L)","-"
"CCCCC(Br)C(O)=O","R34358","M4234","-","474","itetko","published","0.4547","-log(mmol/L)","0.4547","-log(mmol/L)","-"
"CC(=O)NN","R34359","M7876","-","475","itetko","published","-1.3796","-log(mmol/L)","-1.3796","-log(mmol/L)","-"
"CCCC(=O)NN","R34360","M2482","-","476","itetko","published","-0.972","-log(mmol/L)","-0.972","-log(mmol/L)",""
"NNC(=O)CCCCC(=O)NN","R34361","M4282","-","477","itetko","published","-1.3744","-log(mmol/L)","-1.3744","-log(mmol/L)","-"
"NNC=O","R34362","M13344","-","478","itetko","published","-0.8708","-log(mmol/L)","-0.8708","-log(mmol/L)","-"
"N#CCCCCC#N","R34363","M1033","-","479","itetko","published","-1.5381","-log(mmol/L)","-1.5381","-log(mmol/L)","-"
"CC(=O)CC(C)=O","R34364","M13753","-","480","itetko","published","-0.2721","-log(mmol/L)","-0.2721","-log(mmol/L)","-"
"O=C1CCC(=O)CC1","R34365","M1857","-","481","itetko","published","-1.6677","-log(mmol/L)","-1.6677","-log(mmol/L)","-"
"CCC(=O)CC(=O)CC","R34366","M1933","-","482","itetko","published","-0.3816","-log(mmol/L)","-0.3816","-log(mmol/L)","-"
"CCCCC(=O)CC(C)=O","R34367","M3278","-","483","itetko","published","0.1298","-log(mmol/L)","0.1298","-log(mmol/L)","-"
"CCCCCC(=O)CC(C)=O","R34368","M5527","-","484","itetko","published","0.5058","-log(mmol/L)","0.5058","-log(mmol/L)","-"
"NCCO","R34369","M4218","-","485","itetko","published","-1.3855","-log(mmol/L)","-1.3855","-log(mmol/L)","-"
"NCCCO","R34370","M12615","-","486","itetko","published","-1.6917","-log(mmol/L)","-1.6917","-log(mmol/L)","-"
"CNCCO","R34371","M8141","-","487","itetko","published","-1.8202","-log(mmol/L)","-1.8202","-log(mmol/L)","-"
"CCNCCO","R34372","M6782","-","488","itetko","published","-1.6491","-log(mmol/L)","-1.6491","-log(mmol/L)","-"
"CC(C)(N)CO","R34373","M1233","-","489","itetko","published","-1.9315","-log(mmol/L)","-1.9315","-log(mmol/L)","-"
"CCCC(N)CO","R34374","M11158","-","490","itetko","published","-0.6718","-log(mmol/L)","-0.6718","-log(mmol/L)","-"
"CC(C)(CN)CO","R34375","M2763","-","491","itetko","published","-0.9246","-log(mmol/L)","-0.9246","-log(mmol/L)","-"
"NCCCCCCO","R34376","M10678","-","492","itetko","published","-0.958","-log(mmol/L)","-0.958","-log(mmol/L)","-"
"CCCCC(N)CO","R34377","M2159","-","493","itetko","published","-0.5848","-log(mmol/L)","-0.5848","-log(mmol/L)","-"
"CC(C)C(N)CO","R34378","M7669","-","494","itetko","published","-0.5852","-log(mmol/L)","-0.5852","-log(mmol/L)","-"
"CC(C)(C)C(N)CO","R34379","M4897","-","495","itetko","published","-0.7178","-log(mmol/L)","-0.7178","-log(mmol/L)","-"
"CCC(C)C(N)CO","R34380","M11973","-","496","itetko","published","-0.6594","-log(mmol/L)","-0.6594","-log(mmol/L)","-"
"CC(C)CC(N)CO","R34381","M11887","-","497","itetko","published","-0.6191","-log(mmol/L)","-0.6191","-log(mmol/L)","-"
"CC(C)(C)NCCO","R34382","M4710","-","498","itetko","published","-1.673","-log(mmol/L)","-1.673","-log(mmol/L)","-"
"NCC(O)CO","R34383","M5779","-","499","itetko","published","-1.8124","-log(mmol/L)","-1.8124","-log(mmol/L)","-"
"CN(CCO)CCO","R34384","M1590","-","500","itetko","published","-1.8338","-log(mmol/L)","-1.8338","-log(mmol/L)","-"
"OCCN(CCO)CCO","R34385","M3468","-","501","itetko","published","-1.7488","-log(mmol/L)","-1.7488","-log(mmol/L)","-"
"CCCN","R34386","M12277","-","502","itetko","published","-0.7075","-log(mmol/L)","-0.7075","-log(mmol/L)","-"
"CCCCN","R34387","M3999","-","503","itetko","published","-0.5735","-log(mmol/L)","-0.5735","-log(mmol/L)","-"
"CCCNC","R34388","M3549","-","504","itetko","published","-0.8087","-log(mmol/L)","-0.8087","-log(mmol/L)","-"
"CCCCCCCN","R34389","M12359","-","505","itetko","published","0.2109","-log(mmol/L)","0.2109","-log(mmol/L)","-"
"CCCCCCCCN","R34390","M4552","-","506","itetko","published","0.3509","-log(mmol/L)","0.3509","-log(mmol/L)","-"
"CCCCCCCCCN","R34391","M2636","-","507","itetko","published","1.7011","-log(mmol/L)","1.7011","-log(mmol/L)","-"
"CCCCCCCCCCN","R34392","M6778","-","508","itetko","published","2.0555","-log(mmol/L)","2.0555","-log(mmol/L)","-"
"CCCCCCCCCCCN","R34393","M9087","-","509","itetko","published","2.3279","-log(mmol/L)","2.3279","-log(mmol/L)","-"
"CC(C)N","R34394","M5061","-","510","itetko","published","-0.8635","-log(mmol/L)","-0.8635","-log(mmol/L)","-"
"CCC(C)N","R34395","M775","-","511","itetko","published","-0.6708","-log(mmol/L)","-0.6708","-log(mmol/L)","-"
"CCCC(C)N","R34396","M4381","-","512","itetko","published","-0.6846","-log(mmol/L)","-0.6846","-log(mmol/L)","-"
"CCC(N)CC","R34397","M8755","-","513","itetko","published","-0.8129","-log(mmol/L)","-0.8129","-log(mmol/L)","-"
"CCC(C)CN","R34398","M11748","-","514","itetko","published","-0.4774","-log(mmol/L)","-0.4774","-log(mmol/L)","-"
"CC(C)(C)N","R34399","M13408","-","515","itetko","published","-0.8973","-log(mmol/L)","-0.8973","-log(mmol/L)","-"
"CCC(C)(C)N","R34400","M3134","-","516","itetko","published","-0.6978","-log(mmol/L)","-0.6978","-log(mmol/L)","-"
"CC(C)C(C)N","R34401","M5178","-","517","itetko","published","-0.7095","-log(mmol/L)","-0.7095","-log(mmol/L)","-"
"NCC#C","R34402","M5067","-","518","itetko","published","-0.826","-log(mmol/L)","-0.826","-log(mmol/L)",""
"CNCC#C","R34403","M4002","-","519","itetko","published","-0.9818","-log(mmol/L)","-0.9818","-log(mmol/L)","-"
"CN(C)CC#C","R34404","M4463","-","520","itetko","published","-1.1451","-log(mmol/L)","-1.1451","-log(mmol/L)","-"
"COCCCN","R34405","M2453","-","521","itetko","published","-1.7725","-log(mmol/L)","-1.7725","-log(mmol/L)","-"
"COCC(C)N","R34406","M7674","-","522","itetko","published","-0.8332","-log(mmol/L)","-0.8332","-log(mmol/L)","-"
"CCC(O)=O","R34407","M12780","-","523","itetko","published","-0.5123","-log(mmol/L)","-0.5123","-log(mmol/L)","-"
"CCCC(O)=O","R34408","M2541","-","524","itetko","published","-0.572","-log(mmol/L)","-0.572","-log(mmol/L)","-"
"CCCCCCC(O)=O","R34409","M6894","-","525","itetko","published","-0.1126","-log(mmol/L)","-0.1126","-log(mmol/L)","-"
"CCCCCCCC(O)=O","R34410","M12676","-","526","itetko","published","0.0807","-log(mmol/L)","0.0807","-log(mmol/L)","-"
"CCCCCCCCC(O)=O","R34411","M2478","-","527","itetko","published","0.3509","-log(mmol/L)","0.3509","-log(mmol/L)","-"
"CCCCCCCCCC(O)=O","R34412","M3223","-","528","itetko","published","0.5063","-log(mmol/L)","0.5063","-log(mmol/L)","-"
"CCCCCCCCCCC(O)=O","R34413","M14035","-","529","itetko","published","0.8983","-log(mmol/L)","0.8983","-log(mmol/L)","-"
"CC(C)C(O)=O","R34414","M5785","-","530","itetko","published","-0.3334","-log(mmol/L)","-0.3334","-log(mmol/L)","-"
"CC(C)CC(O)=O","R34415","M3566","-","531","itetko","published","-0.3415","-log(mmol/L)","-0.3415","-log(mmol/L)","-"
"CC(C)(C)C(O)=O","R34416","M4682","-","532","itetko","published","-0.2543","-log(mmol/L)","-0.2543","-log(mmol/L)","-"
"CCC(C)CC(O)=O","R34417","M4386","-","533","itetko","published","-0.2331","-log(mmol/L)","-0.2331","-log(mmol/L)","-"
"CCC(CC)C(O)=O","R34418","M8338","-","534","itetko","published","-0.1523","-log(mmol/L)","-0.1523","-log(mmol/L)","-"
"CCCC(CCC)C(O)=O","R34419","M7341","-","535","itetko","published","0.0258","-log(mmol/L)","0.0258","-log(mmol/L)","-"
"OC(=O)CC=C","R34420","M8838","-","536","itetko","published","-0.6424","-log(mmol/L)","-0.6424","-log(mmol/L)","-"
"CCC=CCC(O)=O","R34421","M13299","-","537","itetko","published","-0.2222","-log(mmol/L)","-0.2222","-log(mmol/L)","-"
"OC(=O)CC(O)=O","R34422","M7880","-","538","itetko","published","-0.7087","-log(mmol/L)","-0.7087","-log(mmol/L)","-"
"OC(=O)CCC(O)=O","R34423","M5500","-","539","itetko","published","-0.9395","-log(mmol/L)","-0.9395","-log(mmol/L)","-"
"OC(=O)CCCC(O)=O","R34424","M4960","-","540","itetko","published","-0.6387","-log(mmol/L)","-0.6387","-log(mmol/L)","-"
"OC(=O)CCCCCC(O)=O","R34425","M12393","-","541","itetko","published","-0.5845","-log(mmol/L)","-0.5845","-log(mmol/L)","-"
"OC(=O)CCCCCCCCC(O)=O","R34426","M1729","-","542","itetko","published","-0.2676","-log(mmol/L)","-0.2676","-log(mmol/L)","-"
"CC=CC(O)=O","R34427","M6077","-","543","itetko","published","-0.5448","-log(mmol/L)","-0.5448","-log(mmol/L)","-"
"CCC=CC(O)=O","R34428","M13564","-","544","itetko","published","-0.2774","-log(mmol/L)","-0.2774","-log(mmol/L)","-"
"CCCC=CC(O)=O","R34429","M7348","-","545","itetko","published","-0.1279","-log(mmol/L)","-0.1279","-log(mmol/L)","-"
"OC(=O)C#C","R34430","M11241","-","546","itetko","published","-0.2942","-log(mmol/L)","-0.2942","-log(mmol/L)","-"
"CCCCCC#CC(O)=O","R34431","M956","-","547","itetko","published","-0.057","-log(mmol/L)","-0.057","-log(mmol/L)","-"
"CCCCCCC#CC(O)=O","R34432","M13977","-","548","itetko","published","0.7138","-log(mmol/L)","0.7138","-log(mmol/L)","-"
"CCN=C=S","R34433","M3678","-","549","itetko","published","1.6271","-log(mmol/L)","1.6271","-log(mmol/L)","-"
"CCCN=C=S","R34434","M5630","-","550","itetko","published","1.6925","-log(mmol/L)","1.6925","-log(mmol/L)","-"
"CCCCN=C=S","R34435","M6188","-","551","itetko","published","1.7212","-log(mmol/L)","1.7212","-log(mmol/L)","-"
"CCCCCCN=C=S","R34436","M12702","-","552","itetko","published","1.7496","-log(mmol/L)","1.7496","-log(mmol/L)","-"
"CC(C)(C)CN=C=S","R34437","M9893","-","553","itetko","published","0.3529","-log(mmol/L)","0.3529","-log(mmol/L)",""
"S=C=NCCCN=C=S","R34438","M4040","-","554","itetko","published","2.7212","-log(mmol/L)","2.7212","-log(mmol/L)","-"
"CCCCC(Cl)=O","R34439","M12908","-","555","itetko","published","-0.3447","-log(mmol/L)","-0.3447","-log(mmol/L)","-"
"CCCCCC(Cl)=O","R34440","M13871","-","556","itetko","published","0.3395","-log(mmol/L)","0.3395","-log(mmol/L)","-"
"CCCCCCC(Cl)=O","R34441","M10962","-","557","itetko","published","0.4592","-log(mmol/L)","0.4592","-log(mmol/L)","-"
"CCCCCCCC(Cl)=O","R34442","M9652","-","558","itetko","published","0.4149","-log(mmol/L)","0.4149","-log(mmol/L)","-"
"CCCC(Br)C(=O)OCC","R34443","M8209","-","559","itetko","published","0.6985","-log(mmol/L)","0.6985","-log(mmol/L)","-"
"CCCCC(Br)C(=O)OCC","R34444","M5744","-","560","itetko","published","0.8601","-log(mmol/L)","0.8601","-log(mmol/L)","-"
"CCOC(=O)C(C)Br","R34445","M406","-","561","itetko","published","1.057","-log(mmol/L)","1.057","-log(mmol/L)","-"
"CCOC(=O)C(Br)CBr","R34446","M7857","-","562","itetko","published","2.2076","-log(mmol/L)","2.2076","-log(mmol/L)","-"
"CCOC(=O)C(Br)C(C)Br","R34447","M13713","-","563","itetko","published","1.4377","-log(mmol/L)","1.4377","-log(mmol/L)","-"
"CCOC(=O)C(C)Cl","R34448","M4945","-","564","itetko","published","-0.4312","-log(mmol/L)","-0.4312","-log(mmol/L)","-"
"CCOC(=O)C(Cl)C(=O)OCC","R34449","M12405","-","565","itetko","published","0.6345","-log(mmol/L)","0.6345","-log(mmol/L)","-"
"CCOC(=O)C(C)(C)Br","R34450","M4549","-","566","itetko","published","0.1523","-log(mmol/L)","0.1523","-log(mmol/L)","-"
"CC(=O)C(Cl)Cl","R34451","M1613","-","567","itetko","published","0.6409","-log(mmol/L)","0.6409","-log(mmol/L)","-"
"CC(Cl)C(C)=O","R34452","M7953","-","568","itetko","published","0.269","-log(mmol/L)","0.269","-log(mmol/L)","-"
"CC(C)(Br)C(=O)C(C)(C)Br","R34453","M10715","-","569","itetko","published","0.513","-log(mmol/L)","0.513","-log(mmol/L)","-"
"CC(Br)C(=O)C(=O)C(C)Br","R34454","M9172","-","570","itetko","published","2.1675","-log(mmol/L)","2.1675","-log(mmol/L)","-"
"BrCC=CCBr","R34455","M9879","-","571","itetko","published","1.9245","-log(mmol/L)","1.9245","-log(mmol/L)","-"
"CC(Cl)C#N","R34456","M5121","-","572","itetko","published","-0.8631","-log(mmol/L)","-0.8631","-log(mmol/L)","-"
"ClCC#N","R34457","M9660","-","573","itetko","published","0.8453","-log(mmol/L)","0.8453","-log(mmol/L)","-"
"ClC(Cl)C#N","R34458","M10655","-","574","itetko","published","0.9731","-log(mmol/L)","0.9731","-log(mmol/L)","-"
"ClCC(=O)CCl","R34459","M10669","-","575","itetko","published","2.0458","-log(mmol/L)","2.0458","-log(mmol/L)","-"
"ClC(Cl)(Cl)C#N","R34460","M2238","-","576","itetko","published","1.8827","-log(mmol/L)","1.8827","-log(mmol/L)","-"
"BrCC#N","R34461","M9669","-","577","itetko","published","2.2291","-log(mmol/L)","2.2291","-log(mmol/L)","-"
"BrC(Br)C#N","R34462","M7225","-","578","itetko","published","2.3979","-log(mmol/L)","2.3979","-log(mmol/L)","-"
"C1CSCCS1","R34463","M6348","-","579","itetko","published","-0.11","-log(mmol/L)","-0.11","-log(mmol/L)","-"
"CCOS(=O)OCC","R34464","M7625","-","580","itetko","published","-0.99","-log(mmol/L)","-0.99","-log(mmol/L)","-"
"C=CS(=O)(=O)C=C","R34465","M118","-","581","itetko","published","1.41","-log(mmol/L)","1.41","-log(mmol/L)","-"
"CCS(=O)(=O)C=C","R34466","M805","-","582","itetko","published","0.11","-log(mmol/L)","0.11","-log(mmol/L)","-"
"SC1=CC=CC=C1","R34467","M9877","-","583","itetko","published","1.66","-log(mmol/L)","1.66","-log(mmol/L)","-"
"S1C=CC2=C1C=CC=C2","R34468","M2483","-","584","itetko","published","0.26","-log(mmol/L)","0.26","-log(mmol/L)","-"
"O1C2=C(SC3=C1C=CC=C3)C=CC=C2","R34469","M3271","-","585","itetko","published","2.04","-log(mmol/L)","2.04","-log(mmol/L)","-"
"CCCSC1=CC=CC=C1","R34470","M7668","-","586","itetko","published","0.86","-log(mmol/L)","0.86","-log(mmol/L)","-"
"C=CSC1=CC=CC=C1","R34471","M3344","-","587","itetko","published","0.42","-log(mmol/L)","0.42","-log(mmol/L)","-"
"C=CS(=O)C1=CC=CC=C1","R34472","M7136","-","588","itetko","published","0.16","-log(mmol/L)","0.16","-log(mmol/L)","-"
"CCS(=O)(=O)C1=CC=CC=C1","R34473","M11541","-","589","itetko","published","-0.79","-log(mmol/L)","-0.79","-log(mmol/L)","-"
"C=CCS(=O)(=O)C1=CC=CC=C1","R34474","M5984","-","590","itetko","published","0.31","-log(mmol/L)","0.31","-log(mmol/L)","-"
"C=CS(=O)(=O)C1=CC=CC=C1","R34475","M11138","-","591","itetko","published","1.28","-log(mmol/L)","1.28","-log(mmol/L)","-"
"CCCCC1=CC=C(C=C1)N=C=S","R34476","M8910","-","592","itetko","published","2.76","-log(mmol/L)","2.76","-log(mmol/L)",""
"S=C=NC1=CC=CC2=C1C=CC=C2","R34477","M4870","-","593","itetko","published","2.14","-log(mmol/L)","2.14","-log(mmol/L)","-"
"CC(N=C=S)C1=CC=CC=C1","R34478","M9342","-","594","itetko","published","2.71","-log(mmol/L)","2.71","-log(mmol/L)","-"
"S=C=NC(C1=CC=CC=C1)C1=CC=CC=C1","R34479","M12173","-","595","itetko","published","3.05","-log(mmol/L)","3.05","-log(mmol/L)","-"
"S=C=NCCC1=CC=CC=C1","R34480","M4825","-","596","itetko","published","2.54","-log(mmol/L)","2.54","-log(mmol/L)","-"
